QueryName	ReferenceStart	ReferenceEnd	PrimerPair	Primer1	Primer1Start	Primer2	Primer2Start	IsSecondary	IsSupplementary	Start	End	CorrectlyPaired
db38e19e-9627-456b-b674-57124d642c40	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
be122543-883a-4f87-84ff-c22a16e4278f	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
1e6f0b9b-ead4-48a5-80e0-fdc88ab59e31	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
688aeaae-9b9e-4767-ab3e-2ceac93127a0	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
b46744a7-5449-4476-a6bf-936b76b3bdfb	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
4bd60586-9fa1-446f-94eb-7cbf7b38256d	0	640	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	2	False	False	1	642	1
951bc1ca-ab4c-4b11-9f7b-aac734f3074e	0	673	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	31	False	False	1	642	1
f7cd9509-0ce8-4236-a161-53aba6506cce	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
10ea4de2-661e-4461-823d-249e91cc3358	0	640	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	2	False	False	1	642	1
aed9f6e0-11f8-4641-8603-a0fe237c62c0	0	641	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	1	False	False	1	642	1
8ce8f8d6-7c7f-493a-b696-df78e4e781f6	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
0c7f1e3a-0774-4ac0-ac9e-696f6cbcec7b	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
bcfbea20-805e-451a-a647-74f2b08e16ba	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
428d108b-e0f0-4be8-93a7-fe10c17e2f99	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
e31edf9c-fa7d-467e-ae26-4ada1868ac41	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
7bf1fade-e6f4-4006-b038-b80329b98039	0	651	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	9	False	False	1	642	1
93dae6d5-aa0b-4ffe-ba19-0cc85dd01764	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
7e6247c1-c2cf-416b-ab3e-0d46ed40cbf0	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
3271001a-a8fb-42e6-b133-f40ff24c93fb	0	656	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	14	False	False	1	642	1
fa66c8ae-fb6d-4e15-9776-4d095d320130	0	663	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	21	False	False	1	642	1
e1ce16c4-b870-4401-825b-287a36013bc0	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
746f9d10-07e6-4167-a445-13605a23c592	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
cac0a707-0dbe-421e-bada-9f8c6458634c	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
4ca6bed0-595b-4ad8-a9f1-104323836bf5	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
6f0e1477-3141-4ebf-a227-f620470c90c1	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
57495db0-f56e-47f8-86bb-0472daa32510	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
122cc3c6-5f16-4173-913c-03884f7205aa	0	640	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	2	False	False	1	642	1
058a131c-ead7-42b6-b361-a4753bccd215	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
e99877e1-c85f-45dc-93a2-76bd6ce954e8	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
257dfc54-ed59-4343-abc7-e89401a3352c	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
8fba6af0-7fb8-4164-953f-989e2aebfca3	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
59e1b6f3-29a8-433e-bbee-6e70f88da435	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
83f2c957-053a-4ee0-a53d-8b14aa1ed5b2	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
b19fa225-55d9-46eb-ad91-85d76699a4d6	0	641	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	1	False	False	1	642	1
6680d4e0-572c-4b2f-8357-e0050d2a997a	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
7941b01d-fbd5-431e-9c3e-dc4dbb169ec5	0	637	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	5	False	False	1	642	1
760f34ba-9781-471a-b37d-69080c94ed77	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
9ced6872-a6fc-441a-9c94-42b30cf64f9e	0	648	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	6	False	False	1	642	1
9d109108-788c-4a96-970f-5ff5b2ec65f4	0	123	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	519	False	False	1	642	1
0ca5f3fd-b3da-4620-b017-30861f65523d	0	641	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	1	False	False	1	642	1
1b58605f-8fa5-4884-88f9-e8b3394552b6	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
761a46b8-802c-4de2-b32e-55e8a683aae4	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
4540c6ad-07c4-44d0-816d-95e5a1886c1f	0	636	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	6	False	False	1	642	1
96fb73fd-38de-4849-88c9-545c8ec7eb31	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
8738fcf3-ea84-4eea-ad6b-d8960471ed50	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
4a049e7e-71de-4707-9817-24370554dc81	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
3659f304-bbb7-43ae-b961-ea088475b1ab	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
d8fc09e1-fd11-48a6-b116-4a2d999d6836	0	634	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	8	False	False	1	642	1
bb9bc441-1c46-4bc2-b992-6c0032fec955	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
81dae37a-5c4b-4f84-8007-b4645414a338	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
4f0b5815-46ee-477e-b4a8-70f3347e62a2	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
74210cba-f473-4704-a1a6-2e0a7d91aab4	0	648	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	6	False	False	1	642	1
ad273359-6a69-4484-9399-66f2a4cc799e	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
067cfee0-0cb5-4dc6-b755-81227c62f9e8	0	637	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	5	False	False	1	642	1
d22f6c65-0e27-4260-826b-ff3632037d9b	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
b72974dc-d6ff-49df-a402-e1fb9ed696e5	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
babae2c0-9aab-4101-ac44-9d7ee7a348ce	0	642	1_LEFT_1_RIGHT	1_LEFT	1	1_RIGHT	0	False	False	1	642	1
