# BEAST v1.10.2
# Generated Sun Dec 02 19:57:12 SAST 2018 [seed=1543773431397]
# -beagle outbreak_25_expo_norm1_prior_clock_cp123.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	CP1.nu	CP2.nu	CP3.nu	CP1.mu	CP2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-8860.60214097512	-23.718039420128385	-8836.884101554992	0.8646579323449588	2018.0504105608059	4.999004900679353	1.0	0.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.9996735226901731	0.9996735226901731	1.0006535947712418	1.0	1.0	-8836.884101554992	0.0	-18.345044276185295
1000	-5165.070902362047	11.80952335189329	-5176.88042571394	0.4001086892193327	2018.5149598039316	1.959557527324726	0.19581954706596721	-0.049234587913006944	11.871490041249018	0.2940519466412737	0.23471277099814042	0.2473608861286889	0.2238743962318971	0.187129133875372	0.23374612014881524	0.34643071940678843	0.4198231604443962	0.7010094220329798	1.0389528529124252	1.2602926640007266	0.06653447638925393	0.06653447638925394	-5176.88042571394	0.0	11.618292797474606
2000	-4909.550372813312	-11.848135063753215	-4897.702237749559	0.3490554680521905	2018.5660130250985	2.9967421403920134	0.849202308861889	0.9887436244470313	9.89432081742304	0.31807094258120494	0.2208426681164945	0.24854212511697935	0.2125442641853213	0.06119028979852057	0.19986989812805062	0.359696611896513	0.4404334899754363	0.5994139354241832	1.0787375373429215	1.3221640650046922	0.009267485875961823	0.009267485875961825	-4897.702237749559	0.0	-11.980592669127475
3000	-4854.86661012558	-15.08350529427272	-4839.783104831307	0.4606953550567897	2018.454373138094	3.621935704136601	1.0025904241486694	0.2831268055272069	11.25863407417612	0.31101066271516414	0.20629834887457554	0.25445769268858803	0.2282332957216723	0.05799350309457534	0.17138111034047251	0.3505468230095819	0.4780720666499455	0.5139754748898402	1.0512971322775122	1.435153596158954	0.007503190004491553	0.007503190004491552	-4839.783104831307	0.0	-15.464645341200699
4000	-4826.854162327028	-13.944080939182689	-4812.910081387845	0.4737928021675323	2018.4412756909833	3.5977243753468584	0.6058748646232596	1.339645935613682	16.174565984183108	0.29950811631909285	0.21714948372301646	0.24845748202648696	0.2348849179314038	0.09971704826501662	0.14864401948765987	0.33408379726183496	0.5172721832505051	0.4457864717641671	1.0019241794473446	1.5528308089343592	0.006153433478582686	0.006153433478582685	-4812.910081387845	0.0	-13.255205591535713
5000	-4822.548382796109	-15.09592569915926	-4807.45245709695	0.5380707424585438	2018.3769977506922	3.8060205566080136	0.8643658607069714	1.7243719363484986	20.261591123161647	0.2996235741297317	0.2213725094133284	0.25887724057935646	0.22012667587758356	0.06755509444884783	0.07166392412547035	0.3302457619075676	0.5980903139669614	0.21492158244093068	0.9904138324789149	1.7954436680067019	0.005309316740524304	0.005309316740524303	-4807.45245709695	0.0	-13.131822419855643
6000	-4819.35662212905	-16.350138862740565	-4803.006483266309	0.527313904746519	2018.3877545884043	3.997374832039919	0.9906472271468715	0.9183261681456574	16.192262519139312	0.30678823402461824	0.21761821751807148	0.25775206394602107	0.2178414845112893	0.03870480667663527	0.11449523013878259	0.26364861678242546	0.6218561530787913	0.3433735501321766	0.7906876244738362	1.8667877850267245	0.005247227789759597	0.005247227789759598	-4803.006483266309	0.0	-15.898411657190483
7000	-4818.260545428216	-11.443992936197628	-4806.816552492018	0.45431985754342546	2018.4607486356074	3.4288976250733314	0.7635547397003334	0.5334153589997719	10.144408907842516	0.31300223613899875	0.20911291847546623	0.24733077391290223	0.23055407147263285	0.037895237109133555	0.16312049571931717	0.2731934703843423	0.5636860338963401	0.4892017217360913	0.8193128367452067	1.6921633684221504	0.005775166655521239	0.005775166655521239	-4806.816552492018	0.0	-12.341892215700936
8000	-4821.717395930696	-16.25341301588895	-4805.463982914806	0.4790610514251885	2018.4360074417257	3.7453316437442425	1.176571275109256	1.0205072976882277	10.051153082866309	0.3225281956899218	0.21732222201667978	0.24838471159143033	0.21176487070196826	0.06395108916739592	0.15702753622328144	0.29580021939102835	0.5471722443856898	0.47092881088705957	0.8871109419934661	1.6425896199107668	0.005524960873993045	0.005524960873993044	-4805.463982914806	0.0	-16.370756697179285
9000	-4821.930807123928	-16.749093956928334	-4805.181713167	0.5285398051448107	2018.386528688006	3.9782566750368997	0.9331323174796062	0.4843230083611736	8.022256857136496	0.3048082289025586	0.22383039017582593	0.2535306620835265	0.21783071883808905	0.0857575406378242	0.175253027202256	0.2838444652552888	0.5409025075424553	0.525587433196188	0.8512553894335889	1.62376811577941	0.006225409193475675	0.006225409193475676	-4805.181713167	0.0	-17.822380975087246
10000	-4824.228265089589	-16.315030004452403	-4807.913235085136	0.4662543659389904	2018.4488141272118	3.692740393877829	1.17720513500281	2.0499003116845222	14.154446854256099	0.3260042929249128	0.2227650177004715	0.24183897831472112	0.2093917110598947	0.08815371442201204	0.15331861968901017	0.254530261660543	0.5921511186504468	0.4598056939155232	0.7633414899163395	1.777614436576145	0.006528394189477837	0.006528394189477836	-4807.913235085136	0.0	-14.042816699425893
11000	-4814.686429696854	-14.276748857782998	-4800.409680839071	0.4728623044835626	2018.4422061886671	3.69440570965987	0.8651648589834803	1.416623230505	9.808315204769546	0.3005430788145863	0.23088692909635208	0.2643571896889374	0.20421280240012438	0.06898002518485333	0.07457323100677131	0.2991218333072593	0.6263049356859692	0.22364665361678135	0.8970725304474318	1.8801428559514095	0.006063590853310008	0.006063590853310006	-4800.409680839071	0.0	-14.198448335806647
12000	-4818.055079049921	-11.0556735435596	-4806.999405506362	0.45653745804645385	2018.4585310351044	3.471877238497276	0.7652882033428768	1.294820855556593	6.807675390406031	0.33517551947973356	0.2281401040591941	0.22417891050163122	0.21250546595944125	0.03029689404257082	0.06818574857190222	0.24957993119011834	0.6822343202379793	0.2044904624164198	0.7484953470167899	2.0480406750673454	0.005645321190937244	0.005645321190937243	-4806.999405506362	0.0	-11.972430047291335
